FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE/GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,28,CTO,0B21,Tax Increment Financing Administration Fund,1005,OFFICE OF CITY TREASURER,2005,Office of City Treasurer,3015,Financial Reporting,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,2106,2106
Local,28,CTO,0B21,Tax Increment Financing Administration Fund,1005,OFFICE OF CITY TREASURER,2005,Office of City Treasurer,3025,Economic Development,0,,1 00,9,9673,Deputy City Treasurer,Annual,1,1,121560,121560
Local,31,LAW,0B21,Tax Increment Financing Administration Fund,1005,LAW,2005,Department of Law,3044,Finance and Economic Development,0,,L 04,9,1674,Assistant Corporation Counsel Senior,Annual,1,1,118500,118500
Local,31,LAW,0B21,Tax Increment Financing Administration Fund,1005,LAW,2005,Department of Law,3044,Finance and Economic Development,0,,L 04,9,1674,Assistant Corporation Counsel Senior,Annual,1,1,78036,78036
Local,31,LAW,0B21,Tax Increment Financing Administration Fund,1005,LAW,2005,Department of Law,3044,Finance and Economic Development,0,,L 02,9,1672,Assistant Corporation Counsel II,Annual,2,1,113124,226248
Local,31,LAW,0B21,Tax Increment Financing Administration Fund,1005,LAW,2005,Department of Law,3044,Finance and Economic Development,0,,L 02,9,1672,Assistant Corporation Counsel II,Annual,1,1,107988,107988
Local,31,LAW,0B21,Tax Increment Financing Administration Fund,1005,LAW,2005,Department of Law,3044,Finance and Economic Development,0,,L 02,9,1672,Assistant Corporation Counsel II,Annual,1,1,98424,98424
Local,31,LAW,0B21,Tax Increment Financing Administration Fund,1005,LAW,2005,Department of Law,3044,Finance and Economic Development,0,,L 02,9,1672,Assistant Corporation Counsel II,Annual,1,1,89700,89700
Local,31,LAW,0B21,Tax Increment Financing Administration Fund,1005,LAW,2005,Department of Law,3044,Finance and Economic Development,0,,L 02,9,1672,Assistant Corporation Counsel II,Annual,1,1,85632,85632
Local,31,LAW,0B21,Tax Increment Financing Administration Fund,1005,LAW,2005,Department of Law,3044,Finance and Economic Development,0,,1 00,9,1652,Chief Assistant Corporation Counsel,Annual,1,1,130884,130884
Local,31,LAW,0B21,Tax Increment Financing Administration Fund,1005,LAW,2005,Department of Law,3044,Finance and Economic Development,0,,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,130020,130020
Local,31,LAW,0B21,Tax Increment Financing Administration Fund,1005,LAW,2005,Department of Law,3044,Finance and Economic Development,0,,BX 15,10,1619,Supervising Paralegal,Annual,1,1,96096,96096
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3035,Administration,4001,Finance and Fiscal Operations,3 00,20,1752,Economic Development Coordinator,Annual,1,1,121188,121188
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3035,Administration,4001,Finance and Fiscal Operations,B 11,1,0190,Accounting Technician II,Annual,1,1,49692,49692
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3035,Administration,4002,Administrative Services,BX 16,10,3585,Coordinator of Research and Evaluation,Annual,1,1,105420,105420
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3035,Administration,4002,Administrative Services,BX 12,20,0323,Administrative Assistant III - Excluded,Annual,1,1,51324,51324
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4014,Workforce Solutions,1 00,9,9679,Deputy Commissioner,Annual,1,1,117984,117984
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4014,Workforce Solutions,BX 15,10,1912,Project Coordinator,Annual,1,1,91752,91752
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4014,Workforce Solutions,BX 15,10,1912,Project Coordinator,Annual,1,1,64704,64704
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4014,Workforce Solutions,3 00,9,0313,Assistant Commissioner,Annual,1,1,94788,94788
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4014,Workforce Solutions,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1161,1161
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4016,TIF Administration,1 00,9,9813,Managing Deputy Commissioner,Annual,1,1,131664,131664
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4016,TIF Administration,1 00,9,9679,Deputy Commissioner,Annual,1,1,112248,112248
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4016,TIF Administration,BX 13,10,0801,Executive Administrative Assistant I,Annual,1,1,56280,56280
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4016,TIF Administration,B 12,1,0303,Administrative Assistant III,Annual,1,1,91824,91824
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4016,TIF Administration,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,179,179
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4017,TIF Underwriting,G 05,4,2921,Senior Research Analyst,Annual,1,1,91944,91944
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4017,TIF Underwriting,3 00,20,1752,Economic Development Coordinator,Annual,1,1,110436,110436
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4017,TIF Underwriting,GY 09,20,1437,Financial Planning Analyst - Excluded,Annual,1,1,103716,103716
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4017,TIF Underwriting,GY 09,20,1437,Financial Planning Analyst - Excluded,Annual,1,1,85992,85992
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4017,TIF Underwriting,GY 09,20,1437,Financial Planning Analyst - Excluded,Annual,1,1,82368,82368
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4017,TIF Underwriting,GY 09,20,1437,Financial Planning Analyst - Excluded,Annual,1,1,78828,78828
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4017,TIF Underwriting,GY 09,20,1437,Financial Planning Analyst - Excluded,Annual,2,1,75408,150816
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4017,TIF Underwriting,3 00,9,0313,Assistant Commissioner,Annual,1,1,103680,103680
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4017,TIF Underwriting,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,7695,7695
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4018,TIF District Planning and Monitoring,BX 16,10,1984,Coordinator of Economic Development I - Planning and Development,Annual,1,1,67800,67800
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4018,TIF District Planning and Monitoring,GY 09,20,1437,Financial Planning Analyst - Excluded,Annual,1,1,103716,103716
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4018,TIF District Planning and Monitoring,3 00,0,0310,Project Manager,Annual,1,1,85824,85824
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4018,TIF District Planning and Monitoring,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1854,1854
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4019,TIF RDA Monitoring and Compliance,GY 09,20,1437,Financial Planning Analyst - Excluded,Annual,1,1,103716,103716
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4019,TIF RDA Monitoring and Compliance,GY 09,20,1437,Financial Planning Analyst - Excluded,Annual,3,1,85992,257976
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4019,TIF RDA Monitoring and Compliance,3 00,9,0313,Assistant Commissioner,Annual,1,1,102636,102636
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4019,TIF RDA Monitoring and Compliance,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,5412,5412
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4036,Planning and Design,1 00,9,9813,Managing Deputy Commissioner,Annual,1,1,135624,135624
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4036,Planning and Design,1 00,9,9679,Deputy Commissioner,Annual,1,1,121560,121560
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4036,Planning and Design,BX 16,10,1984,Coordinator of Economic Development I - Planning and Development,Annual,1,1,72024,72024
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4036,Planning and Design,BX 15,10,1912,Project Coordinator,Annual,1,1,67800,67800
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4036,Planning and Design,3 00,20,1752,Economic Development Coordinator,Annual,1,1,110436,110436
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4036,Planning and Design,3 00,20,1441,Coordinating Planner,Annual,1,1,98628,98628
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4036,Planning and Design,3 00,20,1441,Coordinating Planner,Annual,1,1,84972,84972
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4036,Planning and Design,3 00,20,1441,Coordinating Planner,Annual,1,1,84408,84408
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4036,Planning and Design,3 00,20,1441,Coordinating Planner,Annual,1,1,80844,80844
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4036,Planning and Design,3 00,20,1441,Coordinating Planner,Annual,1,1,80052,80052
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4036,Planning and Design,3 00,20,1441,Coordinating Planner,Annual,1,1,79260,79260
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4036,Planning and Design,GY 07,10,1405,City Planner V,Annual,6,1,67464,404784
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4036,Planning and Design,GY 07,10,1405,City Planner V,Annual,1,1,64320,64320
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4036,Planning and Design,BX 13,10,0801,Executive Administrative Assistant I,Annual,1,1,56280,56280
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4036,Planning and Design,3 00,9,0313,Assistant Commissioner,Annual,1,1,105756,105756
Local,54,DPD,0B21,Tax Increment Financing Administration Fund,1005,Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4036,Planning and Design,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,6244,6244
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,1 00,9,9679,Deputy Commissioner,Annual,1,1,125244,125244
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,3 00,20,8184,General Superintendent,Annual,1,1,113376,113376
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,BX 17,10,8176,Assistant Division Superintendent,Annual,2,1,115656,231312
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,BX 17,10,8176,Assistant Division Superintendent,Annual,2,1,105420,210840
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,BX 17,10,8176,Assistant Division Superintendent,Annual,1,1,100668,100668
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,BX 17,10,8176,Assistant Division Superintendent,Annual,1,1,96096,96096
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,BX 17,10,8176,Assistant Division Superintendent,Annual,1,1,87564,87564
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,BX 17,10,8176,Assistant Division Superintendent,Annual,2,1,82788,165576
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,BX 18,10,8175,Division Superintendent,Annual,1,1,121188,121188
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,BX 18,10,8175,Division Superintendent,Annual,1,1,115656,115656
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,BX 18,10,8175,Division Superintendent,Annual,1,1,110436,110436
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,BX 18,10,8175,Division Superintendent,Annual,2,1,105420,210840
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,BX 18,10,8175,Division Superintendent,Annual,3,1,100668,302004
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,BX 18,10,8175,Division Superintendent,Annual,1,1,86688,86688
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,V 14,54,7152,Refuse Collection Coordinator,Annual,10,1,110460,1104600
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,V 14,54,7152,Refuse Collection Coordinator,Annual,7,1,105492,738444
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,V 14,54,7152,Refuse Collection Coordinator,Annual,9,1,100680,906120
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,V 14,54,7152,Refuse Collection Coordinator,Annual,5,1,96060,480300
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,V 14,54,7152,Refuse Collection Coordinator,Annual,4,1,91788,367152
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,V 14,54,7152,Refuse Collection Coordinator,Annual,4,1,87600,350400
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,V 14,54,7152,Refuse Collection Coordinator,Annual,5,1,83640,418200
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,V 14,54,7152,Refuse Collection Coordinator,Annual,1,1,75468,75468
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,V 14,54,7152,Refuse Collection Coordinator,Annual,1,1,65664,65664
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,V 10,54,0441,Sanitation Clerk,Annual,10,1,76212,762120
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,V 10,54,0441,Sanitation Clerk,Annual,6,1,72768,436608
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,V 10,54,0441,Sanitation Clerk,Annual,5,1,69420,347100
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,V 10,54,0441,Sanitation Clerk,Annual,1,1,66336,66336
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,V 10,54,0441,Sanitation Clerk,Annual,3,1,63324,189972
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,V 10,54,0441,Sanitation Clerk,Annual,3,1,54504,163512
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,V 10,54,0441,Sanitation Clerk,Annual,4,1,52020,208080
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,B 13,1,0308,Staff Assistant,Annual,1,1,100716,100716
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4021,Supervisory and Clerical,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,50964,50964
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4025,Refuse Collection,2 0,8,7184,Pool Motor Truck Driver,Hourly,84,1,38,6700512
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4025,Refuse Collection,2 0,8,7183,Motor Truck Driver,Hourly,1,1,39,80974
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4025,Refuse Collection,2 0,8,7183,Motor Truck Driver,Hourly,12,1,38,957216
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4025,Refuse Collection,2 0,54,6329,General Laborer - Streets and Sanitation,Hourly,13,1,27,722779
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4025,Refuse Collection,2 0,54,6329,General Laborer - Streets and Sanitation,Hourly,16,1,26,863616
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4025,Refuse Collection,2 0,54,6329,General Laborer - Streets and Sanitation,Hourly,17,1,25,890718
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4025,Refuse Collection,2 0,54,6329,General Laborer - Streets and Sanitation,Hourly,23,1,24,1170166
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4025,Refuse Collection,2 0,54,6329,General Laborer - Streets and Sanitation,Hourly,45,1,24,2222064
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4025,Refuse Collection,2 0,54,6329,General Laborer - Streets and Sanitation,Hourly,58,1,23,2780752
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4025,Refuse Collection,2 0,54,6329,General Laborer - Streets and Sanitation,Hourly,65,1,22,3025776
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4025,Refuse Collection,2 0,54,6329,General Laborer - Streets and Sanitation,Hourly,55,1,22,2485912
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4025,Refuse Collection,2 0,54,6324,Sanitation Laborer,Hourly,1,1,42,86736
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4025,Refuse Collection,2 0,54,6324,Sanitation Laborer,Hourly,360,1,39,29495232
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4025,Refuse Collection,BX 17,10,0304,Assistant to Commissioner,Annual,1,1,115656,115656
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3050,Solid Waste Collection,4025,Refuse Collection,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,447222,447222
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3058,Solid Waste Disposal,4032,Supervisory and Clerical,2 0,54,9495,Weighmaster,Hourly,2,1,39,163862
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3058,Solid Waste Disposal,4032,Supervisory and Clerical,B 12,1,0303,Administrative Assistant III,Annual,1,1,91824,91824
Local,81,DSS,0B32,Garbage Collection Fund,1015,BUREAU OF SANITATION,2020,Bureau of Sanitation,3058,Solid Waste Disposal,4032,Supervisory and Clerical,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,1278,1278
Local,54,DPD,0B41,Neighborhood Opportunity Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4039,Neighborhood Opportunity,BX 16,10,1984,Coordinator of Economic Development I - Planning and Development,Annual,1,1,70272,70272
Local,54,DPD,0B41,Neighborhood Opportunity Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4039,Neighborhood Opportunity,BX 16,10,1984,Coordinator of Economic Development I - Planning and Development,Annual,1,1,64704,64704
Local,54,DPD,0B41,Neighborhood Opportunity Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4039,Neighborhood Opportunity,3 00,20,1441,Coordinating Planner,Annual,1,1,80052,80052
Local,54,DPD,0B41,Neighborhood Opportunity Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4039,Neighborhood Opportunity,GY 09,20,1437,Financial Planning Analyst - Excluded,Annual,1,1,85992,85992
Local,54,DPD,0B41,Neighborhood Opportunity Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4039,Neighborhood Opportunity,GY 09,20,1437,Financial Planning Analyst - Excluded,Annual,1,1,75408,75408
Local,54,DPD,0B41,Neighborhood Opportunity Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4039,Neighborhood Opportunity,3 00,9,0311,Projects Administrator,Annual,1,1,92928,92928
Local,54,DPD,0B41,Neighborhood Opportunity Fund,1005,Planning and Development,2005,Department of Planning and Development,3041,Economic Development,4039,Neighborhood Opportunity,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,4607,4607
Grant,5,OBM,0075,Grants Management Fund,1005,OBM,2855,Central Grants Management,3935,Grants Administration,0,,1 00,9,9656,Deputy Budget Director,Annual,1,1,122772,122772
Grant,5,OBM,0075,Grants Management Fund,1005,OBM,2855,Central Grants Management,3935,Grants Administration,0,,BX 15,10,1310,Administrative Services Officer II - Excluded,Annual,1,1,87564,87564
Grant,5,OBM,0075,Grants Management Fund,1005,OBM,2855,Central Grants Management,3935,Grants Administration,0,,BX 15,10,1310,Administrative Services Officer II - Excluded,Annual,1,1,58968,58968
Grant,5,OBM,0075,Grants Management Fund,1005,OBM,2855,Central Grants Management,3935,Grants Administration,0,,3 00,9,1124,Assistant Budget Director,Annual,1,1,100620,100620
Grant,5,OBM,0075,Grants Management Fund,1005,OBM,2855,Central Grants Management,3935,Grants Administration,0,,1 00,9,1120,Managing Deputy Budget Director,Annual,1,1,130356,130356
Grant,5,OBM,0075,Grants Management Fund,1005,OBM,2855,Central Grants Management,3935,Grants Administration,0,,GY 07,20,1105,Senior Budget Analyst,Annual,1,1,70140,70140
Grant,5,OBM,0075,Grants Management Fund,1005,OBM,2855,Central Grants Management,3935,Grants Administration,0,,GY 07,20,1105,Senior Budget Analyst,Annual,2,1,64320,128640
